Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
UHE PICADA MONTANTE 2,58512030,1,710,58,JUIZ DE FORA,MINAS GERAIS,L.D.Q.S.P.E.,-21.7497,-43.6803,2013/11/07,2017/12/31,5,0.0,4,20.0
UHE PICADA MONTANTE 1,58512040,1,1500,58,JUIZ DE FORA,MINAS GERAIS,L.D.Q.S.P.E.,-21.7767,-43.6044,2009/08/14,2017/12/31,9,2.4,6,33.3
UHE PICADA JUSANTE,58512080,1,1750,58,JUIZ DE FORA,MINAS GERAIS,L.D.Q.S.P.E.,-21.9106,-43.5361,2005/12/31,2017/12/31,13,3.2,11,15.4
FAZENDA SÃO JOSÉ,58516000,1,2340,58,BELMIRO BRAGA,MINAS GERAIS,ANA,-21.9,-43.3667,1931/01/01,1975/09/25,45,1.7,40,11.1
FAZENDA SANTO ANTÔNIO,58516500,1,2240,58,JUIZ DE FORA,MINAS GERAIS,ANA,-21.8592,-43.4439,1976/05/13,2019/12/31,44,0.2,40,9.1
UHE SOBRAGI MONTANTE 2,58517000,1,1261,58,MATIAS BARBOSA,MINAS GERAIS,CBA,-21.8769,-43.3269,2013/11/11,2018/03/06,6,0.0,4,33.3
COTEJIPE,58519000,1,3610,58,SIMÃO PEREIRA,MINAS GERAIS,ANA,-21.9167,-43.35,1930/06/27,1942/11/30,13,0.0,11,15.4
UHE SOBRAGI MONTANTE 1,58519030,1,3561,58,SIMÃO PEREIRA,MINAS GERAIS,CBA,-21.9244,-43.3492,2013/11/11,2018/08/29,6,0.7,3,50.0
SOBRAJI,58520000,1,3640,58,BELMIRO BRAGA,MINAS GERAIS,ANA,-21.9667,-43.3744,1952/06/01,2019/12/31,68,0.7,66,2.9
VISCONDE DE MAUÁ,58525000,1,103,58,RESENDE,RIO DE JANEIRO,ANA,-22.33,-44.5389,1945/04/01,2019/12/31,75,0.3,71,5.3
PONTE DO SOUZA,58530000,1,284,58,RESENDE,RIO DE JANEIRO,ANA,-22.2708,-44.39,1936/05/03,2019/12/31,84,0.0,82,2.4
ZELINDA,58535000,1,418,58,PASSA VINTE,MINAS GERAIS,ANA,-22.2442,-44.265,1925/04/01,2019/11/30,95,1.2,90,5.3
SANTA RITA DO JACUTINGA,58542000,1,355,58,SANTA RITA DO JACUT,MINAS GERAIS,ANA,-22.1519,-44.0906,1935/06/03,2018/10/31,84,0.2,81,3.6
PARAPEUNA,58550000,1,1740,58,RIO PRETO,MINAS GERAIS,ANA,-22.0833,-43.8333,1934/01/01,1972/07/31,39,0.2,37,5.1
RIO PRETO,58550001,1,1800,58,RIO PRETO,MINAS GERAIS,ANA,-22.0861,-43.82,1932/09/01,2019/12/31,88,0.2,86,2.3
VALENÇA,58560000,1,173,58,VALENÇA,RIO DE JANEIRO,ANA,-22.2244,-43.7103,1944/06/24,2019/05/07,76,0.0,74,2.6
PENTAGNA,58573000,1,256,58,VALENÇA,RIO DE JANEIRO,ANA,-22.1569,-43.7525,1968/01/01,2018/09/30,51,0.2,48,5.9
TRAVESSÃO DO MEIO,58578000,1,635,58,VALENÇA,RIO DE JANEIRO,ANA,-22.1139,-43.5992,1968/01/01,1979/01/31,12,0.8,10,16.7
MANUEL DUARTE,58585000,1,3110,58,RIO DAS FLORES,RIO DE JANEIRO,ANA,-22.0844,-43.5589,1943/04/01,2019/12/31,77,2.5,74,3.9
AFONSO ARINOS,58590000,1,3390,58,TRÊS RIOS,RIO DE JANEIRO,ANA,-22.0167,-43.3667,1976/01/01,1982/12/31,7,0.0,7,0.0
ESTEVÃO PINTO,58610000,1,783,58,MAR DE ESPANHA,MINAS GERAIS,ANA,-21.8964,-43.0414,1931/09/20,2019/12/31,89,0.1,86,3.4
UHE ILHA DOS POMBOS FAZENDA PIRACEMA,58620000,1,8560,58,TRÊS RIOS,RIO DE JANEIRO,LIGHT,-22.0864,-43.1511,1952/01/01,2012/12/31,61,3.2,41,32.8
ANTA,58630002,1,32700,58,SAPUCAIA,RIO DE JANEIRO,ANA,-22.0353,-42.9908,1922/10/13,2019/12/31,98,0.0,97,1.0
UHE ILHA DOS POMBOS SAPUCAIA,58636000,1,32900,58,SAPUCAIA,RIO DE JANEIRO,LIGHT,-21.9875,-42.9044,2002/10/29,2012/12/31,11,16.4,1,90.9
SUMIDOURO,58645000,1,294,58,SUMIDOURO,RIO DE JANEIRO,ANA,-22.0497,-42.6775,1951/10/29,2019/12/31,69,0.0,68,1.4
PAQUEQUER,58648001,1,762,58,CARMO,RIO DE JANEIRO,ANA,-21.8764,-42.63,1931/09/01,2010/01/31,80,10.1,59,26.2
UHE ILHA DOS POMBOS,58651980,1,34300,58,CARMO,RIO DE JANEIRO,LIGHT,-21.85,-42.6,1995/01/01,2015/06/29,21,0.1,19,9.5
UHE ILHA DOS POMBOS TOMADA D'ÁGUA,58652002,1,34300,58,CARMO,RIO DE JANEIRO,LIGHT,-21.8436,-42.5781,2003/01/01,2004/06/30,2,27.1,0,100.0
UHE ILHA DOS POMBOS CANAL DE FUGA,58653000,1,34400,58,CARMO,RIO DE JANEIRO,LIGHT,-21.8347,-42.5983,2003/01/01,2004/06/30,2,19.4,0,100.0
VOLTA GRANDE,58658000,1,348,58,VOLTA GRANDE,MINAS GERAIS,ANA,-21.7675,-42.5397,1962/07/07,2018/12/31,57,0.4,53,7.0
FAZENDA DA BARRA (PIRAPETINGA),58670002,1,590,58,PIRAPETINGA,MINAS GERAIS,ANA,-21.6581,-42.3428,1960/06/08,2019/12/31,60,1.0,54,10.0
USINA ITUERÉ,58710000,1,784,58,RIO POMBA,MINAS GERAIS,ANA,-21.305,-43.1992,1929/01/01,2019/08/31,91,2.6,82,9.9
TABULEIRO,58720000,1,322,58,TABULEIRO,MINAS GERAIS,ANA,-21.3547,-43.2478,1943/05/06,2019/12/31,77,0.4,72,6.5
FAZENDA FERRAZ,58725000,1,387,58,RIO POMBA,MINAS GERAIS,ANA,-21.35,-43.2,1930/09/01,1964/07/31,35,4.5,24,31.4
GUARANI RV,58730000,1,1660,58,GUARANI,MINAS GERAIS,ANA,-21.3667,-43.05,1934/01/01,1944/12/31,11,0.0,11,0.0
GUARANI,58730001,1,1650,58,GUARANI,MINAS GERAIS,ANA,-21.3556,-43.0503,1949/09/10,2019/12/31,71,0.6,66,7.0
PCH IVAN BOTELHO II JUSANTE.,58731000,1,1790,58,GUARANI,MINAS GERAIS,RIO POMBA,-21.3375,-42.9658,2008/02/01,2012/12/31,5,41.1,0,100.0
PCH ZÉ TUNIN MONTANTE,58731300,1,1810,58,GUARANI,MINAS GERAIS,ZÉ TUNIN,-21.3361,-42.9667,2012/04/11,2018/12/31,7,0.0,6,14.3
ASTOLFO DUTRA,58735000,1,2350,58,ASTOLFO DUTRA,MINAS GERAIS,ANA,-21.3069,-42.8619,1931/12/23,2019/12/31,89,0.0,88,1.1
BARRA DO XOPOTÓ,58736000,1,1280,58,ASTOLFO DUTRA,MINAS GERAIS,ANA,-21.2983,-42.8194,1988/04/01,2019/12/31,32,5.4,22,31.2
PCH ERVÁLIA MONTANTE DESATIVADA,58737080,1,54.5,58,ERVÁLIA,MINAS GERAIS,CEMIG LESTE,-20.9072,-42.6461,2008/01/01,2012/12/31,5,42.5,0,100.0
PCH ERVÁLIA JUSANTE,58737180,1,73,58,GUIRICEMA,MINAS GERAIS,ZONA DA MATA,-20.9189,-42.6606,2008/01/01,2012/12/31,5,63.1,0,100.0
PIAU,58750000,1,490,58,PIAU,MINAS GERAIS,ANA,-21.4967,-43.3172,1987/02/01,2019/12/31,33,0.7,29,12.1
PCH ANNA MARIA MONTANTE,58753080,1,95.7,58,SANTOS DUMONT,MINAS GERAIS,ÁGUA CLARA,-21.4383,-43.5147,2008/01/01,2012/12/31,5,47.4,1,80.0
RIO NOVO,58755000,1,835,58,RIO NOVO,MINAS GERAIS,ANA,-21.4739,-43.1289,1943/12/16,2019/10/31,77,0.8,73,5.2
USINA MAURÍCIO,58765000,1,1910,58,ITAMARATI DE MINAS,MINAS GERAIS,ANA,-21.4667,-42.8,1929/01/01,1962/05/31,34,6.6,30,11.8
USINA MAURÍCIO,58765001,1,1770,58,ITAMARATI DE MINAS,MINAS GERAIS,ANA,-21.4714,-42.8297,1963/10/14,2019/10/31,57,0.3,53,7.0
CATAGUASES,58770000,1,5880,58,CATAGUASES,MINAS GERAIS,ANA,-21.3894,-42.6964,1930/07/22,2019/12/31,90,0.1,87,3.3
VALE DO POMBA,58788050,1,6850,58,LEOPOLDINA,MINAS GERAIS,ANA,-21.4111,-42.6131,2005/09/05,2019/11/30,15,11.9,8,46.7
SANTO ANTÔNIO DE PÁDUA,58790000,1,8210,58,SANTO ANTÔNIO DE PÁ,RIO DE JANEIRO,ANA,-21.5422,-42.1806,1935/05/01,2002/08/31,68,0.8,65,4.4
SANTO ANTÔNIO DE PÁDUA II,58790002,1,8210,58,SANTO ANTÔNIO DE PÁ,RIO DE JANEIRO,ANA,-21.5422,-42.1806,2001/02/01,2019/12/31,19,0.0,18,5.3
APERIBÉ,58792100,1,8530,58,APERIBE,RIO DE JANEIRO,ANA,-21.6211,-42.1,2016/03/16,2019/11/30,4,0.0,2,50.0
TRÊS IRMÃOS,58795000,1,45300,58,CAMBUCI,RIO DE JANEIRO,ANA,-21.6258,-41.9853,1930/08/30,2019/12/31,90,0.0,88,2.2
SÃO LOURENÇO,58805000,1,10,58,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.3494,-42.6242,2003/07/07,2019/11/30,17,0.0,15,11.8
FAZENDA MENDES,58820000,1,137,58,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.2778,-42.6639,1947/10/01,1979/01/31,33,0.0,31,6.1
PONTE ESTRADA DONA MARIANA,58825000,1,234,58,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.2189,-42.5714,1965/11/24,2019/11/30,55,0.7,52,5.5
CONSELHEIRO PAULINO,58826000,1,170,58,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.2269,-42.5211,1965/11/25,2019/02/08,55,0.2,52,5.5
BOM JARDIM,58827000,1,553,58,BOM JARDIM,RIO DE JANEIRO,ANA,-22.1567,-42.4161,1934/09/01,2019/12/31,86,0.0,85,1.2
PONTE BERSOT,58829000,1,963,58,BOM JARDIM,RIO DE JANEIRO,ANA,-22.1406,-42.3333,2003/06/22,2011/04/27,9,2.8,7,22.2
FRIBURGO,58830000,1,92,58,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.2833,-42.5333,1938/02/09,1948/12/31,11,28.1,6,45.5
CAMBUCAS,58837000,1,233,58,SANTA MARIA MADALEN,RIO DE JANEIRO,ANA,-22.1944,-42.375,1965/12/02,1983/02/28,19,24.2,11,42.1
MANUEL DE MORAIS,58846000,1,1370,58,SANTA MARIA MADALEN,RIO DE JANEIRO,ANA,-22.0242,-42.1344,1944/03/01,2019/12/31,76,23.1,55,27.6
PIMENTEL,58850000,1,1810,58,SÃO FIDÉLIS,RIO DE JANEIRO,ANA,-21.77,-41.9383,1967/09/01,2019/12/31,53,0.0,51,3.8
CANTAGALO I (Córrego Lavrinhas),58856000,1,93,58,CANTAGALO,RIO DE JANEIRO,ANA,-21.9806,-42.3611,2007/07/26,2014/06/19,8,20.9,4,50.0
CANTAGALO II (Córrego São Pedro),58856500,1,5,58,CANTAGALO,RIO DE JANEIRO,ANA,-21.9719,-42.3611,2007/07/26,2014/06/19,8,14.0,5,37.5
ALDEIA - RN,58856900,1,319,58,CANTAGALO,RIO DE JANEIRO,ANA,-21.9592,-42.3714,1950/03/22,1970/12/31,21,0.2,16,23.8
ALDEIA,58857000,1,350,58,CANTAGALO,RIO DE JANEIRO,ANA,-21.9522,-42.3561,1936/09/04,2018/10/15,83,21.7,62,25.3
CGH CHAVE DO VAZ JUSANTE,58858500,1,376,58,CANTAGALO,RIO DE JANEIRO,QUANTA,-21.9253,-42.31,2013/10/01,2017/12/31,5,0.0,4,20.0
FAZENDA PONTE DO ISMÉRIO,58860000,1,393,58,MACUCO,RIO DE JANEIRO,ANA,-21.9222,-42.3028,2003/06/20,2019/09/30,17,1.4,10,41.2
MACUCO,58861000,1,139,58,CORDEIRO,RIO DE JANEIRO,ANA,-21.9778,-42.25,1955/05/23,1978/12/31,24,6.4,17,29.2
CORDEIRO,58862000,1,139,58,CORDEIRO,RIO DE JANEIRO,ANA,-21.9833,-42.2667,1936/09/03,1942/02/28,7,0.0,5,28.6
PCH EUCLIDELÂNDIA JUSANTE,58863500,1,448,58,CANTAGALO,RIO DE JANEIRO,QUANTA,-21.9214,-42.2519,2013/09/26,2017/12/31,5,0.2,4,20.0
PONTO DE PERGUNTA,58868000,1,1100,58,SÃO SEBASTIÃO DO AL,RIO DE JANEIRO,ANA,-21.7347,-41.9861,1965/12/01,1973/12/31,9,36.2,4,55.6
BARRA DO RIO NEGRO,58870000,1,1120,58,ITAOCARA,RIO DE JANEIRO,ANA,-21.7289,-41.9547,1966/07/26,2019/11/30,54,0.5,50,7.4
DOIS RIOS,58874000,1,3120,58,SÃO FIDÉLIS,RIO DE JANEIRO,ANA,-21.6442,-41.8589,1930/09/01,2019/11/30,90,0.0,88,2.2
SÃO FIDELIS,58880001,1,48900,58,SÃO FIDÉLIS,RIO DE JANEIRO,ANA,-21.6453,-41.7522,1973/01/01,2019/12/31,47,0.2,45,4.3
CGH MIGUEL PEREIRA JUSANTE,58905080,1,231,58,MIRAÍ,MINAS GERAIS,ZONA DA MATA,-21.1967,-42.5717,2008/09/05,2012/12/31,5,63.1,0,100.0
FAZENDA UMBAÚBAS,58910000,1,151,58,MURIAÉ,MINAS GERAIS,ANA,-21.0506,-42.5142,1936/04/19,2019/11/30,84,1.3,79,6.0
PCH CORONEL DOMICIANO MONTANTE,58912080,1,175,58,ROSÁRIO DA LIMEIRA,MINAS GERAIS,CEMIG SUL,-21.0025,-42.4756,2008/01/01,2012/12/27,5,39.4,0,100.0
MURIAÉ,58915000,1,1080,58,MURIAÉ,MINAS GERAIS,ANA,-21.1292,-42.3667,1934/03/01,1958/12/31,25,6.2,20,20.0
BICUIBA,58916000,1,393,58,SÃO FRANCISCO DO GL,MINAS GERAIS,ANA,-20.7728,-42.3011,1962/07/12,2018/12/31,57,0.1,55,3.5
JUSSARA,58917000,1,744,58,MIRADOURO,MINAS GERAIS,ANA,-20.9111,-42.3483,1964/08/24,2019/09/30,56,0.2,54,3.6
PATROCÍNIO DO MURIAÉ,58920000,1,2660,58,PATROCÍNIO DO MURIA,MINAS GERAIS,ANA,-21.1506,-42.2144,1928/12/01,2019/12/31,92,0.0,91,1.1
CARANGOLA,58930000,1,773,58,CARANGOLA,MINAS GERAIS,ANA,-20.74,-42.0239,1935/01/01,2019/12/31,85,0.0,85,0.0
PORCIUNCULA,58934000,1,1340,58,PORCIÚNCULA,RIO DE JANEIRO,ANA,-20.9633,-42.0372,1928/11/22,2019/12/31,92,8.8,82,10.9
ITAPERUNA,58940000,1,5800,58,ITAPERUNA,RIO DE JANEIRO,ANA,-21.2072,-41.8922,1934/01/01,2019/12/31,86,0.2,83,3.5
CARDOSO MOREIRA,58960000,1,7210,58,CAMPO DOS GOYTACAZE,RIO DE JANEIRO,ANA,-21.4872,-41.6167,1928/11/11,2019/12/31,92,0.0,91,1.1
GUARUS,58972000,1,55700,58,CAMPO DOS GOYTACAZE,RIO DE JANEIRO,ANA,-21.7333,-41.3333,1955/01/01,1973/12/31,19,0.0,19,0.0
CAMPOS - PONTE MUNICIPAL,58974000,1,55700,58,CAMPO DOS GOYTACAZE,RIO DE JANEIRO,ANA,-21.7533,-41.3003,1922/12/10,2019/11/30,98,0.2,96,2.0
MACABUZINHO,59100000,1,630,59,CONCEIÇÃO DE MACABU,RIO DE JANEIRO,ANA,-22.0858,-41.7394,1930/09/01,2019/11/30,90,0.9,84,6.7
MACAÉ DE CIMA,59120000,1,67,59,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.3722,-42.4622,1967/05/21,2019/11/30,53,0.7,49,7.5
GALDINÓPOLIS,59125000,1,104,59,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.3689,-42.3792,1950/08/24,2019/12/31,70,0.8,67,4.3
PILLER,59135000,1,71,59,NOVA FRIBURGO,RIO DE JANEIRO,ANA,-22.4092,-42.3361,1950/08/25,2019/09/30,70,0.6,67,4.3
CORRENTEZAS - ANTIGA,59180000,1,322.8,59,SILVA JARDIM,RIO DE JANEIRO,ANA,-22.5392,-42.4067,1967/05/25,1982/10/31,16,0.0,14,12.5
CORRENTEZAS - NOVA,59181000,1,404,59,SILVA JARDIM,RIO DE JANEIRO,ANA,-22.5431,-42.3958,1982/11/16,2019/09/30,38,0.0,35,7.9
CACHOEIRAS DE MACACU,59235000,1,151,59,CACHOEIRAS DE MACAC,RIO DE JANEIRO,ANA,-22.4833,-42.6667,1931/12/01,1978/12/31,48,2.2,43,10.4
PARQUE RIBEIRA,59240000,1,289,59,CACHOEIRAS DE MACAC,RIO DE JANEIRO,ANA,-22.5897,-42.735,1969/07/30,2019/02/05,51,1.3,43,15.7
QUIZANGA,59245000,1,353,59,CACHOEIRAS DE MACAC,RIO DE JANEIRO,ANA,-22.5667,-42.85,1969/07/25,1978/12/31,10,0.0,9,10.0
ORINDI,59245100,1,47,59,CACHOEIRAS DE MACAC,RIO DE JANEIRO,ANA,-22.55,-42.9,1969/07/23,1978/12/31,10,1.4,6,40.0
PONTE DE FERRO PIABETÁ,59251700,1,89.3,59,MAGÉ,RIO DE JANEIRO,INEA-RJ,-22.6244,-43.1547,1998/09/25,2007/11/30,10,31.1,1,90.0
UHE PEREIRA PASSOS BARRAMENTO,59309000,1,340,59,PIRAÍ,RIO DE JANEIRO,LIGHT,-22.6858,-43.825,2003/01/01,2004/06/30,2,6.4,0,100.0
PONTE DO GUANDU,59316000,1,630,59,NOVA IGUAÇU,RIO DE JANEIRO,ANA,-22.8117,-43.6281,1963/08/10,1970/09/30,8,2.1,2,75.0
FAZENDA SANTA RITA,59350000,1,155,59,ANGRA DOS REIS,RIO DE JANEIRO,ANA,-22.9,-44.4167,1978/04/18,1978/12/31,1,0.0,0,100.0
FAZENDA DAS GARRAFAS,59355000,1,21,59,SÃO JOSÉ DO BARREIR,SÃO PAULO,ANA,-22.7356,-44.6167,1978/02/05,2019/12/31,42,0.0,40,4.8
FAZENDA DA POSSE,59360000,1,21,59,SÃO JOSÉ DO BARREIR,SÃO PAULO,ANA,-22.7333,-44.6167,1967/09/06,1978/02/14,12,1.5,9,25.0
FAZENDA FORTALEZA,59370000,1,635,59,ANGRA DOS REIS,RIO DE JANEIRO,ANA,-22.96,-44.5608,1935/08/01,2019/10/31,85,9.1,68,20.0
PARATI,59380000,1,79,59,PARATI,RIO DE JANEIRO,ANA,-23.2247,-44.7614,1962/08/23,2019/12/31,58,2.0,53,8.6
FAZENDA BOM JARDIM,60005000,1,169,60,RIO PARANAÍBA,MINAS GERAIS,ANA,-19.1522,-46.2658,1956/10/01,1979/02/28,24,1.6,19,20.8
SANTANA DE PATOS,60010000,1,2730,60,PATOS DE MINAS,MINAS GERAIS,ANA,-18.8411,-46.5508,1941/09/01,2019/12/31,79,8.4,59,25.3
PATOS DE MINAS,60011000,1,3800,60,PATOS DE MINAS,MINAS GERAIS,ANA,-18.6017,-46.5394,1975/09/15,2019/12/31,45,0.7,41,8.9
PONTE VICENTE GOULART,60012000,1,7620,60,COROMANDEL,MINAS GERAIS,ANA,-18.2983,-47.1219,1957/01/01,1989/12/31,33,5.7,26,21.2
PONTE VICENTE GOULART JUSANTE,60012100,1,7640,60,COROMANDEL,MINAS GERAIS,ANA,-18.2675,-47.1064,2002/12/07,2019/02/28,18,5.5,14,22.2
PORTO DA BARRA,60015000,1,7620,60,COROMANDEL,MINAS GERAIS,ANA,-18.2983,-47.1236,1949/05/01,1952/12/31,4,1.0,2,50.0
FAZENDA BATISTA,60018000,1,573,60,CRISTALINA,GOIÁS,ANA,-16.4167,-47.4167,1978/01/01,1980/12/31,3,0.0,3,0.0
RIO SAMAMBAIA,60019000,1,45.2,60,CRISTALINA,GOIÁS,ADASA,-16.0686,-47.595,2009/05/23,2014/06/30,6,19.8,1,83.3
PONTE SÃO MARCOS,60020000,1,4420,60,CRISTALINA,GOIÁS,ANA,-17.0289,-47.1586,1966/07/22,2008/05/05,43,6.6,36,16.3
CAMPO ALEGRE DE GOIÁS,60030000,1,8370,60,CAMPO ALEGRE DE GOI,GOIÁS,ANA,-17.5042,-47.5567,1972/04/29,2007/12/08,36,0.0,34,5.6
UHE SERRA DO FACÃO BARRAMENTO,60038000,1,10683,60,CATALÃO,GOIÁS,SERRA DO FACÃO,-18.0453,-47.6753,1931/01/01,2015/06/29,85,78.7,15,82.4
FAZENDA SÃO DOMINGOS,60040000,1,10700,60,DAVINÓPOLIS,GOIÁS,ANA,-18.1111,-47.6917,1969/06/13,2007/12/06,39,0.0,37,5.1
DAVINÓPOLIS,60050000,1,922,60,DAVINÓPOLIS,GOIÁS,ANA,-18.1167,-47.6203,1974/06/26,2006/09/30,33,0.3,30,9.1
CHARQUEADA DO PATROCÍNIO,60100000,1,78,60,PATROCÍNIO,MINAS GERAIS,ANA,-18.9011,-46.9658,1952/03/30,2018/06/20,67,0.1,64,4.5
ABADIA DOS DOURADOS,60110000,1,1950,60,ABADIA DOS DOURADOS,MINAS GERAIS,ANA,-18.4911,-47.4064,1944/05/22,2019/12/31,76,2.7,70,7.9
TRÊS RANCHOS,60125000,1,27100,60,TRÊS RANCHOS,GOIÁS,ANA,-18.4167,-47.8,1972/04/25,1981/08/31,10,2.9,6,40.0
FAZENDA CACHOEIRA,60130000,1,131,60,MONTE CARMELO,MINAS GERAIS,ANA,-18.7808,-47.4089,1952/03/29,2019/12/31,68,1.3,64,5.9
ESTAÇÃO DOURADOQUARA,60135000,1,1110,60,MONTE CARMELO,MINAS GERAIS,ANA,-18.45,-47.6667,1948/01/01,1975/12/31,28,1.4,27,3.6
IRAÍ DE MINAS,60145000,1,93,60,IRAÍ DE MINAS,MINAS GERAIS,ANA,-18.9772,-47.4575,1952/10/12,2019/12/31,68,0.4,63,7.4
ESTRELA DO SUL,60150000,1,868,60,ESTRELA DO SUL,MINAS GERAIS,ANA,-18.7389,-47.6897,1942/01/01,2019/12/31,78,0.5,76,2.6
UHE EMBORCAÇÃO BARRAMENTO,60160080,1,29100,60,ARAGUARI,MINAS GERAIS,CEMIG,-18.4519,-47.9844,1995/01/01,2015/06/29,21,0.1,19,9.5
PONTE PRETA,60180000,1,762,60,ARAGUARI,MINAS GERAIS,ANA,-18.5839,-48.1158,1952/10/11,1960/06/15,9,13.7,2,77.8
PCH NOVA AURORA MONTANTE,60190000,1,1648,60,IPAMERI,GOIÁS,GOIAS SUL,-17.9211,-48.0308,2012/10/22,2018/12/31,7,3.2,2,71.4
PCH NOVA AURORA RIO DO BRAÇO,60191000,1,978,60,IPAMERI,GOIÁS,GOIAS SUL,-17.9092,-48.0831,2012/10/22,2018/12/31,7,3.2,0,100.0
ESTAÇÃO VERÍSSIMO,60200000,1,3159,60,GOIANDIRA,GOIÁS,FURNAS,-17.9731,-48.1772,1969/06/01,2010/04/30,42,16.1,31,26.2
PCH NOVA AURORA JUSANTE,60200600,1,3760,60,GOIANDIRA,GOIÁS,GOIAS SUL,-18.0708,-48.2106,2012/10/22,2018/12/31,7,12.7,2,71.4
PCH GOIANDIRA JUSANTE,60203000,1,4092,60,GOIANDIRA,GOIÁS,GOIAS SUL,-18.1472,-48.2758,2012/10/21,2017/12/31,6,12.0,2,66.7
PONTE VELOSO,60210000,1,36800,60,ARAGUARI,MINAS GERAIS,ANA,-18.3333,-48.55,1948/07/21,1979/08/31,32,5.2,24,25.0
DESEMBOQUE,60220000,1,1070,60,SACRAMENTO,MINAS GERAIS,ANA,-20.0139,-47.0172,1955/10/08,2019/12/31,65,0.0,63,3.1
CACHOEIRA PAI JOAQUIM,60230000,1,3580,60,SANTA JULIANA,MINAS GERAIS,ANA,-19.4861,-47.5411,1940/10/01,1956/08/31,17,15.8,11,35.3
PONTE SANTA JULIANA,60235005,1,4070,60,NOVA PONTE,MINAS GERAIS,ANA,-19.3053,-47.6414,1972/08/25,1984/12/31,13,0.6,9,30.8
FAZENDA SÃO MATEUS,60250000,1,1300,60,IBIÁ,MINAS GERAIS,ANA,-19.5175,-46.57,1948/09/11,2019/12/31,72,0.1,70,2.8
IBIÁ,60265000,1,1370,60,IBIÁ,MINAS GERAIS,ANA,-19.475,-46.5419,1948/04/23,2019/10/31,72,4.9,64,11.1
PONTE DO RIO SÃO JOÃO,60272000,1,950,60,IBIÁ,MINAS GERAIS,ANA,-19.3233,-46.6372,1999/11/04,2019/07/31,21,0.7,18,14.3
ESTAÇÃO DO SALITRE,60285000,1,232,60,PATROCÍNIO,MINAS GERAIS,ANA,-19.0831,-46.7836,1948/01/01,2019/12/31,72,70.8,19,73.6
PONTE DA ANTINHA,60300000,1,1270,60,PERDIZES,MINAS GERAIS,ANA,-19.3172,-47.035,1952/04/05,1992/08/17,41,5.6,28,31.7
PORTO DA MANDIOCA,60305000,1,7460,60,PERDIZES,MINAS GERAIS,ANA,-19.1833,-47.1,1952/04/04,1967/10/31,16,0.0,14,12.5
PONTE JOÃO CÂNDIDO,60320000,1,8530,60,PATROCÍNIO,MINAS GERAIS,ANA,-19.15,-47.2,1967/10/01,1993/12/31,27,49.5,13,51.9
UHE NOVA PONTE BARRAMENTO,60335080,1,15300,60,NOVA PONTE,MINAS GERAIS,CEMIG,-19.1333,-47.6944,1995/01/01,2015/06/29,21,0.1,19,9.5
PORTO SARACURA,60340000,1,17100,60,INDIANÓPOLIS,MINAS GERAIS,ANA,-19.0686,-47.9342,1977/10/15,1997/06/30,21,15.8,14,33.3
PORTO MONJOLINHO,60350000,1,17200,60,INDIANÓPOLIS,MINAS GERAIS,ANA,-19.0333,-47.9667,1949/05/10,1975/03/31,27,0.3,24,11.1
UHE MIRANDA BARRAMENTO,60351080,1,18000,60,INDIANÓPOLIS,MINAS GERAIS,MIRANDA,-18.9097,-48.0408,1997/01/01,2015/06/29,19,0.1,17,10.5
CAPIM BRANCO,60360000,1,18700,60,ARAGUARI,MINAS GERAIS,FURNAS,-18.7481,-48.2697,1969/10/10,2006/08/08,38,66.5,11,71.1
FAZENDA LETREIRO,60381000,1,777,60,UBERLÂNDIA,MINAS GERAIS,ANA,-18.9883,-48.1903,1973/09/22,2019/12/31,47,0.2,42,10.6
ESTAÇÃO DE SUCUPIRA,60381005,1,716,60,UBERLÂNDIA,MINAS GERAIS,ANA,-18.9864,-48.1647,1950/01/01,1965/12/31,16,4.0,13,18.8
PONTE MELO VIANA,60400000,1,21900,60,TUPACIGUARA,MINAS GERAIS,ANA,-18.4311,-48.5814,1949/10/01,1975/12/31,27,30.7,10,63.0
PONTE ANÁPOLIS - BRASÍLIA,60430000,1,1650,60,ABADIANIA,GOIÁS,FURNAS,-16.1467,-48.6042,1964/12/21,2005/06/25,42,6.0,28,33.3
RIBEIRÃO DAS ANTAS,60432000,1,223,60,ANÁPOLIS,GOIÁS,ANA,-16.2969,-48.8044,1978/01/01,2018/12/02,41,7.1,34,17.1
MACACOS (Cidade Eclética),60432500,1,211,60,SANTO ANTÔNIO DO DE,GOIÁS,CAESB,-15.8928,-48.4103,2007/02/01,2016/05/31,10,2.5,3,70.0
AREIAS - FAZ. SÃO BENTO,60433000,1,1115,60,SANTO ANTÔNIO DO DE,DISTRITO FEDERAL,CAESB,-16.0506,-48.3664,1995/08/17,2016/05/31,22,0.9,16,27.3
